Brand,Project,Location,Floor,Type,Time,Map,,,,,,,,,
Café Amazon,"Service station, Phathanin Charoenchai Co., Ltd.",Khon Kaen,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0 %B8%9B%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%88%E0%B8 %A3%E0%B8%B4%E0%B8%8D%E0%B8%8A%E0%B8%B1%E0%B8%A2&ll=15.79598720,102.43726880",,,,,,,,,
Café Amazon,"Service station, Phatrakit Station Co., Ltd.",Maha Sarakham,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0 %B8%A0%E0%B8%B1%E0%B8%97%E0%B8%A3%E0%B8%81%E0%B8%B4%E0%B8%88%E0%B8%AA%E0%B9 %80%E0%B8%95%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99&ll=15.67754500,103.11233500",,,,,,,,,
Café Amazon,"Service station, Phatthanaphon Petroleum Co., Ltd.",Phetchabun,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%9E%E 0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%9C%E0%B8%A5%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B 8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=1.01000000,10.10000000",,,,,,,,,
Café Amazon,"Service station, Phatthanaphon Petroleum Co., Ltd.",Phetchabun,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%9E%E0 %B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%9C%E0%B8%A5%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8 %95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=15.81027500,101.00569500",,,,,,,,,
Café Amazon,"Service station, Phichsuwan Petroleum Co., Ltd.",Chonburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0%B8%B7%E0%B8%8A%E0 %B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E 0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1&ll=13.04350100,101.02991500",,,,,,,,,
Café Amazon,"Service station, Pholbun Petroleum Co., Ltd.",Nakhon Pathom,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9C%E0%B 8%A5%E0%B8%9A%E0%B8%B8%E0%B8%8D%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95%E0%B8%A3% E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%A1&ll=13.80168800,100.09491500",,,,,,,,,
Café Amazon,"Service station, Phra Ram 2 Trading Co., Ltd., Branch 2",Phetchaburi,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%B0% E0%B8%A3%E0%B8%B2%E0%B8%A1%202%20%E0%B9%80%E0%B8%97%E0%B8%A3%E0%B8%94%E0%B8%94%E0%B8%B4 %E0%B9%89%E0%B8%87%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%202&ll=13.22680000,99.97210000",,,,,,,,,
Café Amazon,"Service station, Phra Taen Service Co., Ltd.",Chiang Rai,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%8 8.%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%81%E0%B8%97%E0%B9%88%E0%B8%99%E0%B8%9 A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3&ll=19.89395990,99.86482780",,,,,,,,,
Café Amazon,"Service station, Por Arun Bang Pa-in Co., Ltd.",Ayutthaya,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B 8%9E%E0%B8%A3%E0%B8%AD%E0%B8%A3%E0%B8%B8%E0%B8%93%20%E0%B8%9A%E0%B8%B2%E0%B8 %87%E0%B8%9B%E0%B8%B0%E0%B8%AD%E0%B8%B4%E0%B8%99&ll=14.15350000,100.56090000",,,,,,,,,
Café Amazon,"Service station, Por Arun Co., Ltd., Lat Bua Luang",Ayutthaya,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0%B 8%A3%E0%B8%AD%E0%B8%A3%E0%B8%B8%E0%B8%93%20%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%9A% E0%B8%B1%E0%B8%A7%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87&ll=14.15300000,100.29160000",,,,,,,,,
Café Amazon,"Service station, Pornpaiboon Epicotil Oil Co., Ltd.",Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%9E%E0%B8%A3%E0%B9%84%E0%B8%9E%E0%B8 %9A%E0%B8%B9%E0%B8%A5%E0%B8%A2%E0%B9%8C%20%E0%B9%80%E0%B8%AD%E0%B8%9E%E0%B8%B4%E0%B8%84%E0%B8%AD%E0 %B8%97%E0%B8%B4%E0%B8%A5%20%E0%B8%AD%E0%B8%AD%E0%B8%A2%E0%B8%A5%E0%B9%8C&ll=15.22864900,104.87228300",,,,,,,,,
Café Amazon,"Service station, Porpanphan Petroleum Co., Ltd.",Ranong,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0%B8%A3%E 0%B8%99%E0%B8%B1%E0%B8%9A%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B 8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=9.58353680,98.57303470",,,,,,,,,
Café Amazon,"Service station, Porrungruang Energy Co., Ltd.",Samut Sakhon,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%A3%E0%B8%B8%E0%B 9%88%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8%AD%E0%B8%87%20%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8 %99%E0%B9%80%E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B8%B5&ll=13.63860500,100.22690200",,,,,,,,,
Café Amazon,"Service station, Portraph Power Co., Ltd.",Khon Kaen,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0 %B8%A3%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%9E%E0%B8%A2%E0%B9%8C%20%E0%B8%9E%E0%B8%B 2%E0%B8%A7%E0%B9%80%E0%B8%A7%E0%B8%AD%E0%B8%A3%E0%B9%8C&ll=1.00000000,1.00000000",,,,,,,,,
Café Amazon,"Service station, Pronatphong Nawaphon Petroleum Co., Ltd.",Ubon Ratchathani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%9E%E0%B8%A3%E0%B8%93%E0%B8%B1%E0%B8%9 0%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%E0%B8%99%E0%B8%A7%E0%B8%9E%E0%B8%A5%E0%B8%9B%E0%B8%B4%E0% B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.93363600,105.04583300",,,,,,,,,
Café Amazon,"Service station, Railway branch, Kamphaeng Phet Road 2",Bangkok,,,,,,,,,,,,,
Café Amazon,"Service station, Rich & Best Station Co., Ltd.",Songkhla,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%A3%E0%B8%B4%E0%B8%8B%20%E0% B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%20%E0%B9%80%E0%B8%9A%E0%B8%AA%E0%B8%97%E0%B9%8C%2 0%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99&ll=7.20673700,100.55469800",,,,,,,,,
Café Amazon,"Service station, Ruedeemart Petroleum Co., Ltd.",Songkhla,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%A4%E0% B8%94%E0%B8%B5%E0%B8%A1%E0%B8%B2%E0%B8%A8%20%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95 %E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=6.82505620,100.96336840",,,,,,,,,
Café Amazon,"Service station, Rung Ruangchai Co., Ltd. 2020",Si Sa Ket,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88 .%20%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B8 %AD%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2%202020&ll=15.10440100,104.12916400",,,,,,,,,
Café Amazon,"Service station, S. Charoenkit Phemsin Co., Ltd.",Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA.%E0%B9%80 %E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%81%E0%B8%B4%E0%B8%88%20%E0%B9%80%E0%B8%9 E%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%AA%E0%B8%B4%E0%B8%99&ll=13.90070000,100.64120000",,,,,,,,,
Café Amazon,"Service station, S. Sakorn Energy Co., Ltd.",Samut Sakhon,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA.%E0%B8% AA%E0%B8%B2%E0%B8%84%E0%B8%A3%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99%E0%B9%80%E0%B8%9 9%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A2%E0%B8%B5%E0%B9%88&ll=13.56329100,100.27184800",,,,,,,,,
Café Amazon,"Service station, S. Surasak Oil Co., Ltd., Branch 2",Surat Thani,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA.%E0%B8%AA%E0%B8%B8% E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C%E0%B8%AD%E0%B8%AD%E0%B8%A 2%E0%B8%A5%E0%B9%8C%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%202&ll=9.13910000,99.36530000",,,,,,,,,
Café Amazon,"Service station, S.K. Sanphakit Co., Ltd. (1991)",Tak,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.% E0%B8%AA%E0%B8%A3%E0%B8%A3%E0%B8%9E%E0%B8%81%E0%B8%B4%E0%B8%88%20%E0%B9%80 %E0%B8%AD%E0%B8%AA.%E0%B9%80%E0%B8%84.%281991%29&ll=16.88002473,99.12348134",,,,,,,,,
Café Amazon,"Service station, Saeng Aree Station Co., Ltd., Branch 5",Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%81%E0%B8%AA%E0%B8% 87%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B5%20%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%8A%E0%B8%B1 %E0%B9%88%E0%B8%99%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B25&ll=13.86029100,100.70088800",,,,,,,,,
Café Amazon,"Service station, Saeng Aree Station Co., Ltd., Branch 6",Bangkok,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%81%E0%B8%AA%E0%B8% 87%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B5%20%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B8%8A%E0%B8%B1 %E0%B9%88%E0%B8%99%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B26&ll=13.85678700,100.68147200",,,,,,,,,
Café Amazon,"Service Station, Salokbat 2013 Co., Ltd.",Kamphaeng Phet,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AA%E0%B8%A5%E0%B8%81%E0%B8%9A%E0%B8%B2%E0%B8%95%E0%B8%A3%202556&ll=16.00404240,99.79918540",,,,,,,,,
Café Amazon,"Service Station, Salokbat Service Co., Ltd., Branch 2",Nakhon Sawan,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AA%E0%B8 %A5%E0%B8%81%E0%B8%9A%E0%B8%B2%E0%B8%95%E0%B8%A3%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E 0%B8%B2%E0%B8%A3%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%202&ll=15.96967300,99.83580100",,,,,,,,,
Café Amazon,"Service station, Salokbat Service Co., Ltd., Branch 4",Kamphaeng Phet,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%AB%E0%B8%88%E0%B8%81.%E0%B8%AA%E0%B 8%A5%E0%B8%81%E0%B8%9A%E0%B8%B2%E0%B8%95%E0%B8%A3%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81 %E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%204&ll=15.99524600,99.80213300",,,,,,,,,
Café Amazon,"Service station, Sam P Phatthana Co., Ltd.",Chiang Mai,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA%E0%B8%B2%E0%B8%A1%20%E0%B8%9E%20%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2&ll=19.55473240,98.64357110",,,,,,,,,
Café Amazon,"Service station, Samaphan Phatthana Co., Ltd.",Rayong,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88 .%E0%B8%AA%E0%B8%A1%E0%B8%B2%E0%B8%9E%E0%B8%B1%E0%B8%99%E0%B8%98%E0%B9%8C %E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2&ll=12.68257710,101.26983020",,,,,,,,,
Café Amazon,"Service station, Samart Energy Co., Ltd.",Phuket,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA%E0% B8%B2%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B8%96%20%E0%B9%80%E0%B8%AD%E0%B8%99%E0%B9%80 %E0%B8%99%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%88%E0%B8%B5&ll=7.93384500,98.37641800",,,,,,,,,
Café Amazon,"Service station, Samruay Service Co., Ltd. 3",Prachin Buri,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A %E0%B8%88.%E0%B8%AA%E0%B8%B3%E0%B8%A3%E0%B8%A7%E0%B8%A2%E0%B8%9A%E0%B 8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A33&ll=13.89170000,101.16330000",,,,,,,,,
Café Amazon,"Service station, Sangsawang Nakhon Ratchasima Panich Co., Ltd.",Nakhon Ratchasima,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B9%81%E0%B8%AA%E0%B8%87%E0%B8%AA%E0%B8%A7%E0%B9%8 8%E0%B8%B2%E0%B8%87%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%AA%E0%B8%B5%E0%B8%A1 %E0%B8%B2%E0%B8%9E%E0%B8%B2%E0%B8%93%E0%B8%B4%E0%B8%8A%E0%B8%A2%E0%B9%8C&ll=15.59453670,102.42088250",,,,,,,,,
Café Amazon,"Service station, Sawang Phong Charoen Petroleum Co., Ltd.",Surin,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%87%E0 %B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%9B%E0%B8%B4%E 0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.62188400,103.83796300",,,,,,,,,
Café Amazon,"Service station, Sawang Phong Charoen Petroleum Co., Ltd.",Surin,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%87%E0 %B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%9B%E0%B8%B4%E 0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.63167530,103.85300670",,,,,,,,,
Café Amazon,"Service station, Sawang Phong Charoen Petroleum Co., Ltd.",Surin,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA%E0%B8%A7%E0%B9%88%E0%B8%B2%E0%B8%87%E0 %B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%E0%B9%80%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%8D%E0%B8%9B%E0%B8%B4%E 0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.64549100,103.84714700",,,,,,,,,
Café Amazon,"Service station, Siam I.B.O.R. Co., Ltd.",Samut Prakan,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8 %AA%E0%B8%A2%E0%B8%B2%E0%B8%A1%20%E0%B9%84%E0%B8%AD.%E0%B8%9A%E0%B8%B5.%E0%B9 %82%E0%B8%AD.%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B9%8C&ll=13.61624900,100.70291300",,,,,,,,,
Café Amazon,"Service station, Sitthiphon Petroleum Co., Ltd.",Nakhon Ratchasima,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA%E0%B8%B 4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%9E%E0%B8%A5%E0%B8%9B%E0%B8%B4%E0%B9%82%E0%B8%95 %E0%B8%A3%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%A1&ll=14.63190700,101.54452500",,,,,,,,,
Café Amazon,"Service station, Sitthiwong Energy Plus Co., Ltd.",Lop Buri,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E0%B8%AA%E0%B8%B4%E0%B8%97%E0%B 8%98%E0%B8%B4%E0%B8%A7%E0%B8%87%20%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99%E0%B9%80%E0%B8%99% E0%B8%AD%E0%B8%88%E0%B8%B5%E0%B8%9E%E0%B8%A5%E0%B8%B1%E0%B8%AA&ll=14.97550000,100.64730000",,,,,,,,,
Café Amazon,"Service station, Sittichai Group Co., Ltd. 2024",Maha Sarakham,,,,"https://maps.apple.com/?q=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99%E0%B8%B5%E0%B8%9A%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%B2%E0%B8%A3%20%E0%B8%9A%E0%B8%88.%E 0%B8%AA%E0%B8%B4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2%20%E 0%B8%81%E0%B8%A3%E0%B8%B8%E0%B9%8A%E0%B8%9B%202024&ll=1.00000000,1.00000000",,,,,,,,,
